gene,coef,abs_coef
NDC80,-0.1096805871960242,0.1096805871960242
MMD,0.10612466298123853,0.10612466298123853
MMP1,-0.10517427338147103,0.10517427338147103
SORBS1,0.1048884330041327,0.1048884330041327
TMEM37,-0.10441203749229747,0.10441203749229747
LDB2,-0.10305711049747951,0.10305711049747951
BIRC5,-0.10179502755974536,0.10179502755974536
PAQR4,0.10174600759502403,0.10174600759502403
SGOL1,-0.10067417805134415,0.10067417805134415
RDH5,-0.10033170682061844,0.10033170682061844
PPARG,-0.1002805761320296,0.1002805761320296
PALMD,-0.09797189878243187,0.09797189878243187
GPAM,-0.09756882343991713,0.09756882343991713
GINS1,0.09741626983277353,0.09741626983277353
FHL1,-0.09638510230245033,0.09638510230245033
KIFC1,-0.096171264879001,0.096171264879001
NEK2,0.09489734318197177,0.09489734318197177
LOC286367,-0.09459434080040363,0.09459434080040363
PAFAH1B3,0.09357701114556773,0.09357701114556773
CDKN3,0.09342506863344623,0.09342506863344623
GPRIN1,-0.09291421612225657,0.09291421612225657
KLB,-0.08991999980604828,0.08991999980604828
ITGA7,-0.08979721270014447,0.08979721270014447
AQPEP,0.0880264472491139,0.0880264472491139
RMI2,0.08739910548175255,0.08739910548175255
BMP8A,0.0868456181123352,0.0868456181123352
MKI67,-0.08680549330760194,0.08680549330760194
MYOM1,-0.08679764609327814,0.08679764609327814
AOC3,-0.08608156718579758,0.08608156718579758
KIF20A,-0.08501321390387802,0.08501321390387802
CST1,0.08420937023300443,0.08420937023300443
LINC00341,-0.08415740744389695,0.08415740744389695
CCDC69,0.08296571672770829,0.08296571672770829
FAM83D,-0.0813037911174383,0.0813037911174383
CDK1,0.0808210185887384,0.0808210185887384
SPC25,0.08075055407430862,0.08075055407430862
NIPSNAP3B,-0.07990240501784406,0.07990240501784406
GABRD,-0.07841817424321547,0.07841817424321547
FAM13A,-0.07811827844761371,0.07811827844761371
SKA1,0.07747431442560562,0.07747431442560562
EBF1,-0.07572134803332357,0.07572134803332357
TPM3,0.07381757948286811,0.07381757948286811
PRC1,0.07272307894342835,0.07272307894342835
CLSPN,-0.07166544445392314,0.07166544445392314
KIF14,0.07166273271294152,0.07166273271294152
KIF18B,-0.07148656041070281,0.07148656041070281
CDC20,0.07031711582477175,0.07031711582477175
SPAG5,-0.06884855725041605,0.06884855725041605
AOC4,-0.06714033970203898,0.06714033970203898
PYCR1,-0.06651820888697872,0.06651820888697872
KCNIP2,-0.0657059810870583,0.0657059810870583
PTTG3P,0.06521216579285974,0.06521216579285974
IQGAP3,0.06474675756265924,0.06474675756265924
CENPF,0.06455903870714963,0.06455903870714963
CCDC64,-0.06272517842992816,0.06272517842992816
MYZAP,-0.06143756239257816,0.06143756239257816
CKS2,0.06125181768920839,0.06125181768920839
UBE2T,-0.05993716278899042,0.05993716278899042
C16orf59,-0.05924451495866427,0.05924451495866427
LPL,0.0587050628559465,0.0587050628559465
ITSN1,0.0582337371559115,0.0582337371559115
DTL,-0.05783185648436401,0.05783185648436401
PKMYT1,0.05535493299678488,0.05535493299678488
CAT,0.054764251325837086,0.054764251325837086
RRM2,-0.05123510298190628,0.05123510298190628
CCNB2,0.050872715776406785,0.050872715776406785
NCAPG,-0.04936888550385325,0.04936888550385325
SIK2,-0.04800692478695055,0.04800692478695055
HSD17B13,-0.04766169645338896,0.04766169645338896
NEIL3,-0.04750880617789022,0.04750880617789022
PLK1,0.046836058644514594,0.046836058644514594
KIF2C,-0.04671348421523706,0.04671348421523706
PTTG1,0.04559013347750213,0.04559013347750213
SVEP1,-0.04515027486230657,0.04515027486230657
CAV2,0.04497359696629759,0.04497359696629759
KIAA0101,0.044852566498110404,0.044852566498110404
CEP55,0.04454616591072756,0.04454616591072756
ASPM,-0.04445025825727888,0.04445025825727888
C7orf41,-0.04437494406214396,0.04437494406214396
LOC100128164,-0.04383646395098685,0.04383646395098685
KIF4B,0.04368622654526736,0.04368622654526736
ACVR1C,-0.04265859109941415,0.04265859109941415
CCNB1,0.041577590274023274,0.041577590274023274
APOB,0.040837264430129215,0.040837264430129215
PDE3B,-0.04059390884258506,0.04059390884258506
CFL2,-0.039928882181298565,0.039928882181298565
LRRC15,-0.0395685190307381,0.0395685190307381
UHRF1,-0.03949039355941951,0.03949039355941951
LMNB1,-0.038329226975816234,0.038329226975816234
EXO1,-0.0376207638289697,0.0376207638289697
CD34,-0.03664995634598773,0.03664995634598773
TNS1,-0.03329106640780201,0.03329106640780201
FZD4,0.03159020082444916,0.03159020082444916
CDCA8,0.031544804141261845,0.031544804141261845
DEPDC1,-0.03139076921636364,0.03139076921636364
SKA3,-0.03116576840401888,0.03116576840401888
SPC24,0.030510237051051818,0.030510237051051818
CDCA5,-0.02973968913475051,0.02973968913475051
KIF4A,0.028632358429520017,0.028632358429520017
NCAPH,-0.026745351598426097,0.026745351598426097
CDCA3,0.025048772009147232,0.025048772009147232
KIF11,-0.024850704193698364,0.024850704193698364
TK1,-0.02475172276743112,0.02475172276743112
AURKA,0.024728274114690734,0.024728274114690734
PPAP2B,-0.022688821280574176,0.022688821280574176
HSPB7,0.022509940054330744,0.022509940054330744
TPX2,-0.022370783044074846,0.022370783044074846
ABCD2,0.02198637325165268,0.02198637325165268
GTSE1,0.021837563153138603,0.021837563153138603
FOXM1,0.021634281572424575,0.021634281572424575
HJURP,0.021628636996716823,0.021628636996716823
AURKB,-0.02137035643386724,0.02137035643386724
UBE2C,0.02124961486161742,0.02124961486161742
CRHBP,-0.020131394999123704,0.020131394999123704
EPYC,0.019541509170532857,0.019541509170532857
ANLN,0.019428441588449252,0.019428441588449252
PBK,-0.01825341853482092,0.01825341853482092
PDE2A,-0.01824631309180849,0.01824631309180849
HAGHL,-0.017024615081037184,0.017024615081037184
ANKRD53,0.017005424514752922,0.017005424514752922
BUB1B,-0.01597099364902812,0.01597099364902812
DLGAP5,-0.01576827206142941,0.01576827206142941
TROAP,0.01567973427790989,0.01567973427790989
GPBAR1,-0.015647620040010423,0.015647620040010423
TOP2A,0.015240515189383417,0.015240515189383417
CAV1,-0.014470027770643594,0.014470027770643594
RAD51,-0.011929188272220354,0.011929188272220354
MOCS1,0.011559396670269366,0.011559396670269366
COL11A1,0.010249601631499449,0.010249601631499449
GPR146,-0.01013408189872275,0.01013408189872275
TACC3,0.01011568547083527,0.01011568547083527
IBSP,0.0096939915343999,0.0096939915343999
HSPB6,-0.008978618191669181,0.008978618191669181
ASPA,0.007715343831141136,0.007715343831141136
ELMOD3,0.007322561951527411,0.007322561951527411
ACSS2,0.007159707900852066,0.007159707900852066
CENPM,-0.0059876000094893946,0.0059876000094893946
ASF1B,-0.0052053761621466,0.0052053761621466
HMMR,0.005086406156063267,0.005086406156063267
CKAP2L,-0.004518132687376351,0.004518132687376351
CDC25C,-0.0042748347423501604,0.0042748347423501604
WDR62,0.003695622849710428,0.003695622849710428
MELK,0.003137744640729541,0.003137744640729541
GYG2,0.002966654333202541,0.002966654333202541
ERCC6L,0.002243782172636049,0.002243782172636049
LIPE,0.0021292430100428314,0.0021292430100428314
SH3D19,-0.0010295328070140416,0.0010295328070140416
BUB1,0.0007169160657636599,0.0007169160657636599
NUSAP1,-0.0006909984255475819,0.0006909984255475819
