gene,coef,abs_coef
MOCS1,0.42272065350777416,0.42272065350777416
EZH2,-0.41993504810183113,0.41993504810183113
NEIL3,0.4193424220074448,0.4193424220074448
SVEP1,-0.41799596906682274,0.41799596906682274
TGFBR2,0.41092378878997843,0.41092378878997843
ITSN1,-0.40641041417837115,0.40641041417837115
NUF2,0.4028307810495171,0.4028307810495171
CCL11,-0.4008884087460807,0.4008884087460807
KIF15,-0.3987665596165724,0.3987665596165724
RAD51,-0.3975493975123913,0.3975493975123913
ASPA,0.3900718152668825,0.3900718152668825
MYBL2,-0.38952414274877967,0.38952414274877967
WDR62,0.3876097602022705,0.3876097602022705
C16orf59,0.38490903048355185,0.38490903048355185
KLB,0.3842367625227031,0.3842367625227031
TK1,-0.3833853012299935,0.3833853012299935
RAD54L,-0.3735605577658048,0.3735605577658048
CCNE2,0.37029370350676055,0.37029370350676055
HSPB7,0.3679820756186102,0.3679820756186102
TMEM37,0.36190897423018387,0.36190897423018387
PFKFB1,0.3608220990347824,0.3608220990347824
IQGAP3,-0.356530863101981,0.356530863101981
PDE3B,0.3548140299108927,0.3548140299108927
KLF15,-0.35455979474556104,0.35455979474556104
ITIH5,-0.35190267286175414,0.35190267286175414
ACVR1C,-0.35122007063121785,0.35122007063121785
KIF18B,0.3486146932283831,0.3486146932283831
MYOM1,0.34809135561531784,0.34809135561531784
ABCD2,0.347013140464553,0.347013140464553
ABCA9,0.3428905980610558,0.3428905980610558
PYCR1,-0.342852472050513,0.342852472050513
SKA1,0.34120814863931515,0.34120814863931515
ANKRD53,-0.34005498974318027,0.34005498974318027
KCNIP2,0.3357270054547202,0.3357270054547202
C1QTNF9,0.33495241135408355,0.33495241135408355
TPX2,-0.33103833922148596,0.33103833922148596
ELMOD3,0.32603896215988415,0.32603896215988415
PLK1,0.3241445341569034,0.3241445341569034
NAALAD2,-0.32300647984666664,0.32300647984666664
CAV1,0.32299895474932705,0.32299895474932705
UBE2C,0.3219591077138663,0.3219591077138663
KIF11,-0.3214636914817972,0.3214636914817972
FAM54A,0.320667861970422,0.320667861970422
POC1A,-0.3190853691009898,0.3190853691009898
ITGB1BP1,0.3180155525963665,0.3180155525963665
E2F1,0.3162274842804324,0.3162274842804324
C14orf49,-0.3132298828889013,0.3132298828889013
SLC50A1,0.3116598236206669,0.3116598236206669
PKMYT1,0.3092243536232344,0.3092243536232344
SLC7A10,-0.3077342531793723,0.3077342531793723
GALNTL2,-0.3076031829206515,0.3076031829206515
CD34,0.3045184174811853,0.3045184174811853
BUB1B,-0.30245072094584313,0.30245072094584313
GINS1,0.29841153988345587,0.29841153988345587
IBSP,-0.29669828554468936,0.29669828554468936
LRRC15,0.2958914352589184,0.2958914352589184
TOP2A,-0.29404625668081213,0.29404625668081213
AQP7,0.2920096486024545,0.2920096486024545
AOC4,0.29084066835441663,0.29084066835441663
AQP7P3,-0.29010140355886993,0.29010140355886993
OIP5,-0.2899778497324044,0.2899778497324044
CDC20,-0.2892589247611722,0.2892589247611722
SLC17A7,-0.28877599347378424,0.28877599347378424
LPL,0.28646736474047463,0.28646736474047463
HBB,0.2830372813245336,0.2830372813245336
MCAM,-0.27887378098582566,0.27887378098582566
CLSPN,-0.27655397679970656,0.27655397679970656
GJB2,0.2739230000087837,0.2739230000087837
CFL2,0.27163670889203484,0.27163670889203484
SLC24A2,0.26894540156361907,0.26894540156361907
C7orf41,0.2684749432655586,0.2684749432655586
EBF1,0.2680048910060793,0.2680048910060793
TMEM220,-0.26764301364429127,0.26764301364429127
OXTR,0.2540466580093289,0.2540466580093289
LOC100128338,-0.25327847388886787,0.25327847388886787
C1QTNF6,0.25099692632656007,0.25099692632656007
RECQL4,-0.24971598701491357,0.24971598701491357
TPM3,0.24884710449318384,0.24884710449318384
GNAI1,-0.24841565855930747,0.24841565855930747
PTTG3P,-0.24762564860756867,0.24762564860756867
PDE2A,0.2462748786751811,0.2462748786751811
CENPE,0.24400071648842964,0.24400071648842964
MKI67,-0.24239472442606538,0.24239472442606538
DMGDH,0.24150636286365673,0.24150636286365673
COL11A1,-0.24137172117482258,0.24137172117482258
TRIM59,0.2406428569660627,0.2406428569660627
KIFC1,-0.23977799757249382,0.23977799757249382
BHMT2,-0.23826193923082942,0.23826193923082942
HIST1H3H,-0.23776785438403997,0.23776785438403997
FERMT2,0.23515516954398152,0.23515516954398152
CRHBP,-0.2344148815839423,0.2344148815839423
GTSE1,-0.2335485239555733,0.2335485239555733
CKS2,0.2275990417882435,0.2275990417882435
GPRIN1,0.22469246702079831,0.22469246702079831
ACSS2,-0.22379298194743452,0.22379298194743452
GRM4,-0.22272370621199875,0.22272370621199875
HSD17B6,-0.22072875021833505,0.22072875021833505
PAMR1,0.2201630108267634,0.2201630108267634
NUAK2,-0.213010185017097,0.213010185017097
KIF4A,-0.21290615992635917,0.21290615992635917
AOC3,0.21209079967988453,0.21209079967988453
LINC00341,-0.20973463173793638,0.20973463173793638
ERCC6L,0.2085607654736801,0.2085607654736801
CDCA5,-0.2085150578785527,0.2085150578785527
LMOD1,0.20679544214387896,0.20679544214387896
CDCA3,0.206682322848592,0.206682322848592
WISP1,-0.20535539629001856,0.20535539629001856
BUB1,0.20344417724427327,0.20344417724427327
RRM2,-0.2003993253189353,0.2003993253189353
NUSAP1,-0.19703712838263177,0.19703712838263177
TNS1,-0.19660527004773196,0.19660527004773196
ZWINT,-0.19479176486986252,0.19479176486986252
CCNB2,-0.19470769849276653,0.19470769849276653
GPR146,-0.19465016871051033,0.19465016871051033
SLC16A7,0.19107272382391174,0.19107272382391174
HCAR2,-0.18874401284518513,0.18874401284518513
MAZ,-0.18660279170341137,0.18660279170341137
CDCA8,-0.1865820140730026,0.1865820140730026
MYZAP,0.18653027157691782,0.18653027157691782
GNG11,0.181944315673652,0.181944315673652
KIF2C,-0.17538211075990057,0.17538211075990057
MCM10,-0.17432139203443814,0.17432139203443814
CST1,-0.17398417386521053,0.17398417386521053
TROAP,0.1735740038594924,0.1735740038594924
LEP,-0.17130021775718915,0.17130021775718915
HMMR,0.16661930237786216,0.16661930237786216
ADRA1A,0.16587194316100842,0.16587194316100842
FHL1,-0.16349526170448714,0.16349526170448714
IGFBP6,0.15901136382405548,0.15901136382405548
EPYC,-0.1581186916783227,0.1581186916783227
ADAMTS14,-0.1551409031098569,0.1551409031098569
GHR,0.15419232593606885,0.15419232593606885
NMUR1,-0.15372646698626524,0.15372646698626524
NCAPH,-0.1536627756548783,0.1536627756548783
KLHL33,-0.15355950994500525,0.15355950994500525
LOC100128164,-0.15328252563700673,0.15328252563700673
CD300LG,-0.15225456824363448,0.15225456824363448
LIPE,-0.15193389456633266,0.15193389456633266
SCN4A,-0.15067620036270576,0.15067620036270576
HSPB6,0.15017029218516773,0.15017029218516773
CNIH2,-0.1495106426601575,0.1495106426601575
ESPL1,0.14806209009411336,0.14806209009411336
TACC3,0.14481806248951593,0.14481806248951593
CENPM,-0.1432281123104458,0.1432281123104458
HAGHL,0.13963603159818114,0.13963603159818114
ESM1,-0.13951345587190905,0.13951345587190905
RDH5,-0.13883121502959542,0.13883121502959542
CXorf36,-0.13194901245155669,0.13194901245155669
NDC80,0.1313564165853318,0.1313564165853318
ASPM,-0.12897546761107637,0.12897546761107637
KLHL31,-0.12757320170270434,0.12757320170270434
GLYAT,0.12516062543980813,0.12516062543980813
SKA3,0.12256006126532133,0.12256006126532133
FRMD1,0.12056947177842674,0.12056947177842674
DLGAP5,-0.11942259396749179,0.11942259396749179
RMI2,0.11818949284032033,0.11818949284032033
CST2,0.11368731459096569,0.11368731459096569
LDB2,0.11204191172130885,0.11204191172130885
MMP1,0.10835505028101626,0.10835505028101626
ESCO2,0.10497344503577918,0.10497344503577918
LRRN4CL,-0.10089576494427904,0.10089576494427904
KIF4B,0.09939897457263056,0.09939897457263056
MELK,-0.09695775447332018,0.09695775447332018
SLC19A3,-0.0926341870249874,0.0926341870249874
KIF20A,0.09219356976860464,0.09219356976860464
AQP7P1,-0.09147373966506132,0.09147373966506132
EXO1,-0.09047124389777875,0.09047124389777875
COMP,0.08744781522082708,0.08744781522082708
FAM83D,-0.08410516369584158,0.08410516369584158
LEPR,-0.08369558713786208,0.08369558713786208
GPAM,0.08257053304013395,0.08257053304013395
SPC24,-0.08201987386307302,0.08201987386307302
ALPK3,-0.08085350354559041,0.08085350354559041
NEK2,-0.08044694534061841,0.08044694534061841
PAQR4,0.07957990315671858,0.07957990315671858
ACACB,0.0759465588478748,0.0759465588478748
HSD17B13,0.06811370384375662,0.06811370384375662
UBE2T,-0.06719356258186254,0.06719356258186254
KIF26B,0.06577292876371267,0.06577292876371267
CST4,0.06355266183500097,0.06355266183500097
GYG2,0.0634361114359743,0.0634361114359743
CCDC3,0.06088645619169104,0.06088645619169104
PPP1R12B,0.05944174079257114,0.05944174079257114
MIR4508,-0.05788140180705212,0.05788140180705212
SLC2A4,0.057150221724625104,0.057150221724625104
FOXM1,-0.05548781266807423,0.05548781266807423
PBK,0.055381641113276876,0.055381641113276876
SCARA5,0.055221728762847935,0.055221728762847935
COL10A1,0.05496022290834603,0.05496022290834603
PTTG1,-0.054797158803140844,0.054797158803140844
CDC45,-0.0545985812047456,0.0545985812047456
BMP8A,0.05023039544779732,0.05023039544779732
RHOQ,-0.050046268993775116,0.050046268993775116
MARC1,0.04771547865731756,0.04771547865731756
DEPDC1B,-0.04758093928871203,0.04758093928871203
CENPF,0.04563149476932759,0.04563149476932759
ANLN,0.039810741861945394,0.039810741861945394
DPT,-0.03769356171235347,0.03769356171235347
INHBA,0.03443049165660604,0.03443049165660604
EPAS1,-0.03346507861874356,0.03346507861874356
PYGM,0.03257958574743018,0.03257958574743018
NIPSNAP3B,-0.023903660319186705,0.023903660319186705
MMP13,-0.021396622213027888,0.021396622213027888
SORBS1,0.0213289829906493,0.0213289829906493
RETSAT,0.015745979498601678,0.015745979498601678
MLF1IP,-0.015052855195048492,0.015052855195048492
NPR1,0.01436232583522664,0.01436232583522664
HEPACAM,-0.01006979541067778,0.01006979541067778
SGOL1,-0.0070881674372567,0.0070881674372567
SPAG5,0.005615829998587954,0.005615829998587954
TNXB,0.004128658000673061,0.004128658000673061
PPARG,-0.0033139601878047304,0.0033139601878047304
CILP2,0.00038772562219389634,0.00038772562219389634
